"","HZ","low_bin","high_bin","date","chips","expert","institution","last.in.field","experience.ide","p","chips.all.experts","p.all.experts","expert.date"
"31","BENI",14,16,"22-11-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,8,0.04,"expert 7 22-11-2019"
"32","BENI",14,16,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,8,0.04,"expert 1 11-11-2019"
"33","BENI",14,16,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,8,0.04,"expert 6 20-11-2019"
"34","BENI",14,16,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,8,0.04,"expert 10 14-11-2019"
"35","BENI",14,16,"22-11-2019",3,"8","MSF",">2 weeks ago",">5 years",0.15,8,0.04,"expert 8 22-11-2019"
"36","BENI",14,16,"15-11-2019",4,"4","WHO","never",">5 years",0.2,8,0.04,"expert 4 15-11-2019"
"37","BENI",14,16,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,8,0.04,"expert 2 12-11-2019"
"38","BENI",14,16,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,8,0.04,"expert 5 15-11-2019"
"39","BENI",14,16,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,8,0.04,"expert 3 15-11-2019"
"40","BENI",14,16,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,8,0.04,"expert 9 22-11-2019"
"41","BENI",16,18,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,6,0.03,"expert 6 20-11-2019"
"42","BENI",16,18,"15-11-2019",2,"4","WHO","never",">5 years",0.1,6,0.03,"expert 4 15-11-2019"
"43","BENI",16,18,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,6,0.03,"expert 5 15-11-2019"
"44","BENI",16,18,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,6,0.03,"expert 10 14-11-2019"
"45","BENI",16,18,"22-11-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,6,0.03,"expert 7 22-11-2019"
"46","BENI",16,18,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,6,0.03,"expert 2 12-11-2019"
"47","BENI",16,18,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,6,0.03,"expert 9 22-11-2019"
"48","BENI",16,18,"22-11-2019",3,"8","MSF",">2 weeks ago",">5 years",0.15,6,0.03,"expert 8 22-11-2019"
"49","BENI",16,18,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,6,0.03,"expert 3 15-11-2019"
"50","BENI",16,18,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,6,0.03,"expert 1 11-11-2019"
"51","BENI",18,20,"22-11-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,7,0.035,"expert 7 22-11-2019"
"52","BENI",18,20,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,7,0.035,"expert 5 15-11-2019"
"53","BENI",18,20,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,7,0.035,"expert 6 20-11-2019"
"54","BENI",18,20,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,7,0.035,"expert 3 15-11-2019"
"55","BENI",18,20,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,7,0.035,"expert 2 12-11-2019"
"56","BENI",18,20,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,7,0.035,"expert 9 22-11-2019"
"57","BENI",18,20,"22-11-2019",2,"8","MSF",">2 weeks ago",">5 years",0.1,7,0.035,"expert 8 22-11-2019"
"58","BENI",18,20,"14-11-2019",2,"10","WHO","<2 weeks ago","<5 years",0.1,7,0.035,"expert 10 14-11-2019"
"59","BENI",18,20,"15-11-2019",2,"4","WHO","never",">5 years",0.1,7,0.035,"expert 4 15-11-2019"
"60","BENI",18,20,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,7,0.035,"expert 1 11-11-2019"
"61","BENI",2,4,"15-11-2019",0,"4","WHO","never",">5 years",0,33,0.165,"expert 4 15-11-2019"
"62","BENI",2,4,"12-11-2019",3,"2","WHO","<2 weeks ago",">5 years",0.15,33,0.165,"expert 2 12-11-2019"
"63","BENI",2,4,"15-11-2019",5,"3","WHO",">2 weeks ago",">5 years",0.25,33,0.165,"expert 3 15-11-2019"
"64","BENI",2,4,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,33,0.165,"expert 10 14-11-2019"
"65","BENI",2,4,"22-11-2019",4,"7","LSHTM","<2 weeks ago","<5 years",0.2,33,0.165,"expert 7 22-11-2019"
"66","BENI",2,4,"22-11-2019",8,"9","MSF",">2 weeks ago",">5 years",0.4,33,0.165,"expert 9 22-11-2019"
"67","BENI",2,4,"15-11-2019",3,"5","WHO","<2 weeks ago","<5 years",0.15,33,0.165,"expert 5 15-11-2019"
"68","BENI",2,4,"11-11-2019",4,"1","LSHTM","<2 weeks ago",">5 years",0.2,33,0.165,"expert 1 11-11-2019"
"69","BENI",2,4,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,33,0.165,"expert 8 22-11-2019"
"70","BENI",2,4,"20-11-2019",6,"6","MoH","<2 weeks ago",">5 years",0.3,33,0.165,"expert 6 20-11-2019"
"71","BENI",20,22,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,5,0.025,"expert 2 12-11-2019"
"72","BENI",20,22,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,5,0.025,"expert 5 15-11-2019"
"73","BENI",20,22,"14-11-2019",3,"10","WHO","<2 weeks ago","<5 years",0.15,5,0.025,"expert 10 14-11-2019"
"74","BENI",20,22,"15-11-2019",1,"4","WHO","never",">5 years",0.05,5,0.025,"expert 4 15-11-2019"
"75","BENI",20,22,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,5,0.025,"expert 1 11-11-2019"
"76","BENI",20,22,"22-11-2019",1,"7","LSHTM","<2 weeks ago","<5 years",0.05,5,0.025,"expert 7 22-11-2019"
"77","BENI",20,22,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,5,0.025,"expert 6 20-11-2019"
"78","BENI",20,22,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,5,0.025,"expert 3 15-11-2019"
"79","BENI",20,22,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,5,0.025,"expert 8 22-11-2019"
"80","BENI",20,22,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,5,0.025,"expert 9 22-11-2019"
"81","BENI",22,24,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,5,0.025,"expert 5 15-11-2019"
"82","BENI",22,24,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,5,0.025,"expert 6 20-11-2019"
"83","BENI",22,24,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,5,0.025,"expert 3 15-11-2019"
"84","BENI",22,24,"15-11-2019",1,"4","WHO","never",">5 years",0.05,5,0.025,"expert 4 15-11-2019"
"85","BENI",22,24,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,5,0.025,"expert 2 12-11-2019"
"86","BENI",22,24,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,5,0.025,"expert 7 22-11-2019"
"87","BENI",22,24,"14-11-2019",4,"10","WHO","<2 weeks ago","<5 years",0.2,5,0.025,"expert 10 14-11-2019"
"88","BENI",22,24,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,5,0.025,"expert 8 22-11-2019"
"89","BENI",22,24,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,5,0.025,"expert 1 11-11-2019"
"90","BENI",22,24,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,5,0.025,"expert 9 22-11-2019"
"91","BENI",24,26,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,5,0.025,"expert 6 20-11-2019"
"92","BENI",24,26,"14-11-2019",5,"10","WHO","<2 weeks ago","<5 years",0.25,5,0.025,"expert 10 14-11-2019"
"93","BENI",24,26,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,5,0.025,"expert 5 15-11-2019"
"94","BENI",24,26,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,5,0.025,"expert 2 12-11-2019"
"95","BENI",24,26,"15-11-2019",0,"4","WHO","never",">5 years",0,5,0.025,"expert 4 15-11-2019"
"96","BENI",24,26,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,5,0.025,"expert 7 22-11-2019"
"97","BENI",24,26,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,5,0.025,"expert 3 15-11-2019"
"98","BENI",24,26,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,5,0.025,"expert 9 22-11-2019"
"99","BENI",24,26,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,5,0.025,"expert 1 11-11-2019"
"100","BENI",24,26,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,5,0.025,"expert 8 22-11-2019"
"101","BENI",26,28,"14-11-2019",6,"10","WHO","<2 weeks ago","<5 years",0.3,6,0.03,"expert 10 14-11-2019"
"102","BENI",26,28,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,6,0.03,"expert 2 12-11-2019"
"103","BENI",26,28,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,6,0.03,"expert 5 15-11-2019"
"104","BENI",26,28,"15-11-2019",0,"4","WHO","never",">5 years",0,6,0.03,"expert 4 15-11-2019"
"105","BENI",26,28,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,6,0.03,"expert 7 22-11-2019"
"106","BENI",26,28,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,6,0.03,"expert 6 20-11-2019"
"107","BENI",26,28,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,6,0.03,"expert 8 22-11-2019"
"108","BENI",26,28,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,6,0.03,"expert 9 22-11-2019"
"109","BENI",26,28,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,6,0.03,"expert 1 11-11-2019"
"110","BENI",26,28,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,6,0.03,"expert 3 15-11-2019"
"111","BENI",28,30,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"112","BENI",28,30,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"113","BENI",28,30,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"114","BENI",28,30,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"115","BENI",28,30,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"116","BENI",28,30,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"117","BENI",28,30,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"118","BENI",28,30,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"119","BENI",28,30,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"120","BENI",28,30,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"121","BENI",30,32,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"122","BENI",30,32,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"123","BENI",30,32,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"124","BENI",30,32,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"125","BENI",30,32,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"126","BENI",30,32,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"127","BENI",30,32,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"128","BENI",30,32,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"129","BENI",30,32,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"130","BENI",30,32,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"131","BENI",32,34,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"132","BENI",32,34,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"133","BENI",32,34,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"134","BENI",32,34,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"135","BENI",32,34,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"136","BENI",32,34,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"137","BENI",32,34,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"138","BENI",32,34,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"139","BENI",32,34,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"140","BENI",32,34,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"141","BENI",34,36,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"142","BENI",34,36,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"143","BENI",34,36,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"144","BENI",34,36,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"145","BENI",34,36,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"146","BENI",34,36,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"147","BENI",34,36,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"148","BENI",34,36,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"149","BENI",34,36,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"150","BENI",34,36,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"151","BENI",36,38,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"152","BENI",36,38,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"153","BENI",36,38,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"154","BENI",36,38,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"155","BENI",36,38,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"156","BENI",36,38,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"157","BENI",36,38,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"158","BENI",36,38,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"159","BENI",36,38,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"160","BENI",36,38,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"161","BENI",38,40,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"162","BENI",38,40,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"163","BENI",38,40,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"164","BENI",38,40,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"165","BENI",38,40,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"166","BENI",38,40,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"167","BENI",38,40,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"168","BENI",38,40,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"169","BENI",38,40,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"170","BENI",38,40,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"171","BENI",4,6,"15-11-2019",0,"4","WHO","never",">5 years",0,32,0.16,"expert 4 15-11-2019"
"172","BENI",4,6,"22-11-2019",2,"7","LSHTM","<2 weeks ago","<5 years",0.1,32,0.16,"expert 7 22-11-2019"
"173","BENI",4,6,"15-11-2019",5,"3","WHO",">2 weeks ago",">5 years",0.25,32,0.16,"expert 3 15-11-2019"
"174","BENI",4,6,"11-11-2019",3,"1","LSHTM","<2 weeks ago",">5 years",0.15,32,0.16,"expert 1 11-11-2019"
"175","BENI",4,6,"22-11-2019",1,"8","MSF",">2 weeks ago",">5 years",0.05,32,0.16,"expert 8 22-11-2019"
"176","BENI",4,6,"22-11-2019",2,"9","MSF",">2 weeks ago",">5 years",0.1,32,0.16,"expert 9 22-11-2019"
"177","BENI",4,6,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,32,0.16,"expert 10 14-11-2019"
"178","BENI",4,6,"12-11-2019",8,"2","WHO","<2 weeks ago",">5 years",0.4,32,0.16,"expert 2 12-11-2019"
"179","BENI",4,6,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,32,0.16,"expert 6 20-11-2019"
"180","BENI",4,6,"15-11-2019",11,"5","WHO","<2 weeks ago","<5 years",0.55,32,0.16,"expert 5 15-11-2019"
"181","BENI",40,42,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"182","BENI",40,42,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"183","BENI",40,42,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"184","BENI",40,42,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"185","BENI",40,42,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"186","BENI",40,42,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"187","BENI",40,42,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"188","BENI",40,42,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"189","BENI",40,42,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"190","BENI",40,42,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"191","BENI",42,44,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"192","BENI",42,44,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"193","BENI",42,44,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"194","BENI",42,44,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"195","BENI",42,44,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"196","BENI",42,44,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"197","BENI",42,44,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"198","BENI",42,44,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"199","BENI",42,44,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"200","BENI",42,44,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"201","BENI",44,46,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"202","BENI",44,46,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"203","BENI",44,46,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"204","BENI",44,46,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"205","BENI",44,46,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"206","BENI",44,46,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"207","BENI",44,46,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"208","BENI",44,46,"11-11-2019",0,"1","LSHTM","<2 weeks ago",">5 years",0,0,0,"expert 1 11-11-2019"
"209","BENI",44,46,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"210","BENI",44,46,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
"211","BENI",46,48,"14-11-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 14-11-2019"
"212","BENI",46,48,"15-11-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 15-11-2019"
"213","BENI",46,48,"22-11-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-11-2019"
"214","BENI",46,48,"15-11-2019",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-11-2019"
"215","BENI",46,48,"22-11-2019",0,"7","LSHTM","<2 weeks ago","<5 years",0,0,0,"expert 7 22-11-2019"
"216","BENI",46,48,"12-11-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 12-11-2019"
"217","BENI",46,48,"20-11-2019",0,"6","MoH","<2 weeks ago",">5 years",0,0,0,"expert 6 20-11-2019"
"218","BENI",46,48,"22-11-2019",0,"8","MSF",">2 weeks ago",">5 years",0,0,0,"expert 8 22-11-2019"
"219","BENI",46,48,"15-11-2019",0,"5","WHO","<2 weeks ago","<5 years",0,0,0,"expert 5 15-11-2019"
