"","HZ","low_bin","high_bin","date","chips","expert","institution","last.in.field","experience.ide","p","chips.all.experts","p.all.experts","expert.date"
"23","BENI",12,14,"17-01-2020",2,"1","LSHTM",">2 weeks ago",">5 years",0.1,27,0.122727272727273,"expert 1 17-01-2020"
"24","BENI",12,14,"17-01-2020",1,"4","WHO","never",">5 years",0.05,27,0.122727272727273,"expert 4 17-01-2020"
"25","BENI",12,14,"21-01-2020",1,"8","MSF","<2 weeks ago",">5 years",0.05,27,0.122727272727273,"expert 8 21-01-2020"
"26","BENI",12,14,"17-01-2020",4,"5","WHO",">2 weeks ago","<5 years",0.2,27,0.122727272727273,"expert 5 17-01-2020"
"27","BENI",12,14,"16-01-2020",4,"12","LSHTM",">2 weeks ago",">5 years",0.2,27,0.122727272727273,"expert 12 16-01-2020"
"28","BENI",12,14,"22-01-2020",6,"11","WHO","<2 weeks ago","<5 years",0.3,27,0.122727272727273,"expert 11 22-01-2020"
"29","BENI",12,14,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,27,0.122727272727273,"expert 9 22-01-2020"
"30","BENI",12,14,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,27,0.122727272727273,"expert 3 15-01-2020"
"31","BENI",12,14,"28-01-2020",7,"14","WHO","<2 weeks ago",">5 years",0.35,27,0.122727272727273,"expert 14 28-01-2020"
"32","BENI",12,14,"24-01-2020",2,"13","WHO","<2 weeks ago",">5 years",0.1,27,0.122727272727273,"expert 13 24-01-2020"
"33","BENI",12,14,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,27,0.122727272727273,"expert 2 16-01-2020"
"34","BENI",14,16,"17-01-2020",1,"1","LSHTM",">2 weeks ago",">5 years",0.05,22,0.1,"expert 1 17-01-2020"
"35","BENI",14,16,"21-01-2020",1,"8","MSF","<2 weeks ago",">5 years",0.05,22,0.1,"expert 8 21-01-2020"
"36","BENI",14,16,"28-01-2020",2,"14","WHO","<2 weeks ago",">5 years",0.1,22,0.1,"expert 14 28-01-2020"
"37","BENI",14,16,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,22,0.1,"expert 9 22-01-2020"
"38","BENI",14,16,"16-01-2020",4,"12","LSHTM",">2 weeks ago",">5 years",0.2,22,0.1,"expert 12 16-01-2020"
"39","BENI",14,16,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,22,0.1,"expert 3 15-01-2020"
"40","BENI",14,16,"17-01-2020",1,"5","WHO",">2 weeks ago","<5 years",0.05,22,0.1,"expert 5 17-01-2020"
"41","BENI",14,16,"17-01-2020",1,"4","WHO","never",">5 years",0.05,22,0.1,"expert 4 17-01-2020"
"42","BENI",14,16,"24-01-2020",4,"13","WHO","<2 weeks ago",">5 years",0.2,22,0.1,"expert 13 24-01-2020"
"43","BENI",14,16,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,22,0.1,"expert 2 16-01-2020"
"44","BENI",14,16,"22-01-2020",8,"11","WHO","<2 weeks ago","<5 years",0.4,22,0.1,"expert 11 22-01-2020"
"45","BENI",16,18,"16-01-2020",2,"12","LSHTM",">2 weeks ago",">5 years",0.1,14,0.0636363636363636,"expert 12 16-01-2020"
"46","BENI",16,18,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,14,0.0636363636363636,"expert 1 17-01-2020"
"47","BENI",16,18,"17-01-2020",0,"4","WHO","never",">5 years",0,14,0.0636363636363636,"expert 4 17-01-2020"
"48","BENI",16,18,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,14,0.0636363636363636,"expert 14 28-01-2020"
"49","BENI",16,18,"21-01-2020",1,"8","MSF","<2 weeks ago",">5 years",0.05,14,0.0636363636363636,"expert 8 21-01-2020"
"50","BENI",16,18,"24-01-2020",8,"13","WHO","<2 weeks ago",">5 years",0.4,14,0.0636363636363636,"expert 13 24-01-2020"
"51","BENI",16,18,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,14,0.0636363636363636,"expert 3 15-01-2020"
"52","BENI",16,18,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,14,0.0636363636363636,"expert 9 22-01-2020"
"53","BENI",16,18,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,14,0.0636363636363636,"expert 5 17-01-2020"
"54","BENI",16,18,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,14,0.0636363636363636,"expert 2 16-01-2020"
"55","BENI",16,18,"22-01-2020",3,"11","WHO","<2 weeks ago","<5 years",0.15,14,0.0636363636363636,"expert 11 22-01-2020"
"56","BENI",18,20,"21-01-2020",1,"8","MSF","<2 weeks ago",">5 years",0.05,7,0.0318181818181818,"expert 8 21-01-2020"
"57","BENI",18,20,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,7,0.0318181818181818,"expert 12 16-01-2020"
"58","BENI",18,20,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,7,0.0318181818181818,"expert 9 22-01-2020"
"59","BENI",18,20,"17-01-2020",0,"4","WHO","never",">5 years",0,7,0.0318181818181818,"expert 4 17-01-2020"
"60","BENI",18,20,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,7,0.0318181818181818,"expert 14 28-01-2020"
"61","BENI",18,20,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,7,0.0318181818181818,"expert 5 17-01-2020"
"62","BENI",18,20,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,7,0.0318181818181818,"expert 2 16-01-2020"
"63","BENI",18,20,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,7,0.0318181818181818,"expert 1 17-01-2020"
"64","BENI",18,20,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,7,0.0318181818181818,"expert 3 15-01-2020"
"65","BENI",18,20,"22-01-2020",2,"11","WHO","<2 weeks ago","<5 years",0.1,7,0.0318181818181818,"expert 11 22-01-2020"
"66","BENI",18,20,"24-01-2020",4,"13","WHO","<2 weeks ago",">5 years",0.2,7,0.0318181818181818,"expert 13 24-01-2020"
"67","BENI",2,4,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,23,0.104545454545455,"expert 12 16-01-2020"
"68","BENI",2,4,"17-01-2020",4,"4","WHO","never",">5 years",0.2,23,0.104545454545455,"expert 4 17-01-2020"
"69","BENI",2,4,"17-01-2020",2,"1","LSHTM",">2 weeks ago",">5 years",0.1,23,0.104545454545455,"expert 1 17-01-2020"
"70","BENI",2,4,"21-01-2020",3,"8","MSF","<2 weeks ago",">5 years",0.15,23,0.104545454545455,"expert 8 21-01-2020"
"71","BENI",2,4,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,23,0.104545454545455,"expert 13 24-01-2020"
"72","BENI",2,4,"22-01-2020",4,"9","MSF",">2 weeks ago",">5 years",0.2,23,0.104545454545455,"expert 9 22-01-2020"
"73","BENI",2,4,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,23,0.104545454545455,"expert 11 22-01-2020"
"74","BENI",2,4,"15-01-2020",8,"3","WHO",">2 weeks ago",">5 years",0.4,23,0.104545454545455,"expert 3 15-01-2020"
"75","BENI",2,4,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,23,0.104545454545455,"expert 5 17-01-2020"
"76","BENI",2,4,"16-01-2020",2,"2","WHO","<2 weeks ago",">5 years",0.1,23,0.104545454545455,"expert 2 16-01-2020"
"77","BENI",2,4,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,23,0.104545454545455,"expert 14 28-01-2020"
"78","BENI",20,22,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,3,0.0136363636363636,"expert 5 17-01-2020"
"79","BENI",20,22,"21-01-2020",1,"8","MSF","<2 weeks ago",">5 years",0.05,3,0.0136363636363636,"expert 8 21-01-2020"
"80","BENI",20,22,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,3,0.0136363636363636,"expert 12 16-01-2020"
"81","BENI",20,22,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,3,0.0136363636363636,"expert 14 28-01-2020"
"82","BENI",20,22,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,3,0.0136363636363636,"expert 2 16-01-2020"
"83","BENI",20,22,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,3,0.0136363636363636,"expert 1 17-01-2020"
"84","BENI",20,22,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,3,0.0136363636363636,"expert 3 15-01-2020"
"85","BENI",20,22,"17-01-2020",0,"4","WHO","never",">5 years",0,3,0.0136363636363636,"expert 4 17-01-2020"
"86","BENI",20,22,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,3,0.0136363636363636,"expert 11 22-01-2020"
"87","BENI",20,22,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,3,0.0136363636363636,"expert 9 22-01-2020"
"88","BENI",20,22,"24-01-2020",2,"13","WHO","<2 weeks ago",">5 years",0.1,3,0.0136363636363636,"expert 13 24-01-2020"
"89","BENI",22,24,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"90","BENI",22,24,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"91","BENI",22,24,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"92","BENI",22,24,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"93","BENI",22,24,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"94","BENI",22,24,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"95","BENI",22,24,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"96","BENI",22,24,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"97","BENI",22,24,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"98","BENI",22,24,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"99","BENI",22,24,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"100","BENI",24,26,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"101","BENI",24,26,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"102","BENI",24,26,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"103","BENI",24,26,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"104","BENI",24,26,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"105","BENI",24,26,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"106","BENI",24,26,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"107","BENI",24,26,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"108","BENI",24,26,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"109","BENI",24,26,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"110","BENI",24,26,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"111","BENI",26,28,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"112","BENI",26,28,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"113","BENI",26,28,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"114","BENI",26,28,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"115","BENI",26,28,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"116","BENI",26,28,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"117","BENI",26,28,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"118","BENI",26,28,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"119","BENI",26,28,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"120","BENI",26,28,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"121","BENI",26,28,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"122","BENI",28,30,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"123","BENI",28,30,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"124","BENI",28,30,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"125","BENI",28,30,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"126","BENI",28,30,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"127","BENI",28,30,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"128","BENI",28,30,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"129","BENI",28,30,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"130","BENI",28,30,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"131","BENI",28,30,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"132","BENI",28,30,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"133","BENI",30,32,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"134","BENI",30,32,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"135","BENI",30,32,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"136","BENI",30,32,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"137","BENI",30,32,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"138","BENI",30,32,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"139","BENI",30,32,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"140","BENI",30,32,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"141","BENI",30,32,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"142","BENI",30,32,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"143","BENI",30,32,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"144","BENI",32,34,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"145","BENI",32,34,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"146","BENI",32,34,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"147","BENI",32,34,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"148","BENI",32,34,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"149","BENI",32,34,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"150","BENI",32,34,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"151","BENI",32,34,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"152","BENI",32,34,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"153","BENI",32,34,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"154","BENI",32,34,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"155","BENI",34,36,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"156","BENI",34,36,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"157","BENI",34,36,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"158","BENI",34,36,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"159","BENI",34,36,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"160","BENI",34,36,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"161","BENI",34,36,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"162","BENI",34,36,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"163","BENI",34,36,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"164","BENI",34,36,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"165","BENI",34,36,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"166","BENI",36,38,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"167","BENI",36,38,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"168","BENI",36,38,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"169","BENI",36,38,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"170","BENI",36,38,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"171","BENI",36,38,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"172","BENI",36,38,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"173","BENI",36,38,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"174","BENI",36,38,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"175","BENI",36,38,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"176","BENI",36,38,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"177","BENI",38,40,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"178","BENI",38,40,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"179","BENI",38,40,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"180","BENI",38,40,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"181","BENI",38,40,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"182","BENI",38,40,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"183","BENI",38,40,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"184","BENI",38,40,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"185","BENI",38,40,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"186","BENI",38,40,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"187","BENI",38,40,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"188","BENI",4,6,"22-01-2020",6,"9","MSF",">2 weeks ago",">5 years",0.3,31,0.140909090909091,"expert 9 22-01-2020"
"189","BENI",4,6,"16-01-2020",12,"2","WHO","<2 weeks ago",">5 years",0.6,31,0.140909090909091,"expert 2 16-01-2020"
"190","BENI",4,6,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,31,0.140909090909091,"expert 13 24-01-2020"
"191","BENI",4,6,"15-01-2020",5,"3","WHO",">2 weeks ago",">5 years",0.25,31,0.140909090909091,"expert 3 15-01-2020"
"192","BENI",4,6,"17-01-2020",3,"1","LSHTM",">2 weeks ago",">5 years",0.15,31,0.140909090909091,"expert 1 17-01-2020"
"193","BENI",4,6,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,31,0.140909090909091,"expert 12 16-01-2020"
"194","BENI",4,6,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,31,0.140909090909091,"expert 5 17-01-2020"
"195","BENI",4,6,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,31,0.140909090909091,"expert 11 22-01-2020"
"196","BENI",4,6,"21-01-2020",3,"8","MSF","<2 weeks ago",">5 years",0.15,31,0.140909090909091,"expert 8 21-01-2020"
"197","BENI",4,6,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,31,0.140909090909091,"expert 14 28-01-2020"
"198","BENI",4,6,"17-01-2020",2,"4","WHO","never",">5 years",0.1,31,0.140909090909091,"expert 4 17-01-2020"
"199","BENI",40,42,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"200","BENI",40,42,"17-01-2020",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 17-01-2020"
"201","BENI",40,42,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"202","BENI",40,42,"22-01-2020",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 22-01-2020"
"203","BENI",40,42,"24-01-2020",0,"13","WHO","<2 weeks ago",">5 years",0,0,0,"expert 13 24-01-2020"
"204","BENI",40,42,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
"205","BENI",40,42,"16-01-2020",0,"12","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 12 16-01-2020"
"206","BENI",40,42,"15-01-2020",0,"3","WHO",">2 weeks ago",">5 years",0,0,0,"expert 3 15-01-2020"
"207","BENI",40,42,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"208","BENI",40,42,"16-01-2020",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 16-01-2020"
"209","BENI",40,42,"22-01-2020",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 22-01-2020"
"210","BENI",42,44,"17-01-2020",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-01-2020"
"211","BENI",42,44,"21-01-2020",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 21-01-2020"
"212","BENI",42,44,"28-01-2020",0,"14","WHO","<2 weeks ago",">5 years",0,0,0,"expert 14 28-01-2020"
"213","BENI",42,44,"17-01-2020",0,"4","WHO","never",">5 years",0,0,0,"expert 4 17-01-2020"
