"","HZ","low_bin","high_bin","date","chips","expert","institution","last.in.field","experience.ide","p","chips.all.experts","p.all.experts","expert.date"
"52","BENI",2,4,"23-12-2019",3,"11","WHO","<2 weeks ago","<5 years",0.15,25,0.15625,"expert 11 23-12-2019"
"53","BENI",2,4,"17-12-2019",8,"10","WHO","<2 weeks ago","<5 years",0.4,25,0.15625,"expert 10 17-12-2019"
"54","BENI",2,4,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,25,0.15625,"expert 2 19-12-2019"
"55","BENI",2,4,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,25,0.15625,"expert 1 17-12-2019"
"56","BENI",2,4,"18-12-2019",5,"4","WHO","never",">5 years",0.25,25,0.15625,"expert 4 18-12-2019"
"57","BENI",20,22,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"58","BENI",20,22,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"59","BENI",20,22,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"60","BENI",20,22,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"61","BENI",20,22,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"62","BENI",20,22,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"63","BENI",20,22,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"64","BENI",20,22,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"65","BENI",22,24,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"66","BENI",22,24,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"67","BENI",22,24,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"68","BENI",22,24,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"69","BENI",22,24,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"70","BENI",22,24,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"71","BENI",22,24,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"72","BENI",22,24,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"73","BENI",24,26,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"74","BENI",24,26,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"75","BENI",24,26,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"76","BENI",24,26,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"77","BENI",24,26,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"78","BENI",24,26,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"79","BENI",24,26,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"80","BENI",24,26,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"81","BENI",26,28,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"82","BENI",26,28,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"83","BENI",26,28,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"84","BENI",26,28,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"85","BENI",26,28,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"86","BENI",26,28,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"87","BENI",26,28,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"88","BENI",26,28,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"89","BENI",28,30,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"90","BENI",28,30,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"91","BENI",28,30,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"92","BENI",28,30,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"93","BENI",28,30,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"94","BENI",28,30,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"95","BENI",28,30,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"96","BENI",28,30,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"97","BENI",30,32,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"98","BENI",30,32,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"99","BENI",30,32,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"100","BENI",30,32,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"101","BENI",30,32,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"102","BENI",30,32,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"103","BENI",30,32,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"104","BENI",30,32,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"105","BENI",32,34,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"106","BENI",32,34,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"107","BENI",32,34,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"108","BENI",32,34,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"109","BENI",32,34,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"110","BENI",32,34,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"111","BENI",32,34,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"112","BENI",32,34,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"113","BENI",34,36,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"114","BENI",34,36,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"115","BENI",34,36,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"116","BENI",34,36,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"117","BENI",34,36,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"118","BENI",34,36,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"119","BENI",34,36,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"120","BENI",34,36,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"121","BENI",36,38,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"122","BENI",36,38,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"123","BENI",36,38,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"124","BENI",36,38,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"125","BENI",36,38,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"126","BENI",36,38,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"127","BENI",36,38,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"128","BENI",36,38,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"129","BENI",38,40,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"130","BENI",38,40,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"131","BENI",38,40,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"132","BENI",38,40,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"133","BENI",38,40,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"134","BENI",38,40,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"135","BENI",38,40,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"136","BENI",38,40,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"137","BENI",4,6,"19-12-2019",4,"5","WHO",">2 weeks ago","<5 years",0.2,42,0.2625,"expert 5 19-12-2019"
"138","BENI",4,6,"23-12-2019",3,"8","MSF","<2 weeks ago",">5 years",0.15,42,0.2625,"expert 8 23-12-2019"
"139","BENI",4,6,"17-12-2019",6,"10","WHO","<2 weeks ago","<5 years",0.3,42,0.2625,"expert 10 17-12-2019"
"140","BENI",4,6,"18-12-2019",5,"4","WHO","never",">5 years",0.25,42,0.2625,"expert 4 18-12-2019"
"141","BENI",4,6,"17-12-2019",1,"1","LSHTM",">2 weeks ago",">5 years",0.05,42,0.2625,"expert 1 17-12-2019"
"142","BENI",4,6,"23-12-2019",9,"9","MSF",">2 weeks ago",">5 years",0.45,42,0.2625,"expert 9 23-12-2019"
"143","BENI",4,6,"19-12-2019",10,"2","WHO","<2 weeks ago",">5 years",0.5,42,0.2625,"expert 2 19-12-2019"
"144","BENI",4,6,"23-12-2019",4,"11","WHO","<2 weeks ago","<5 years",0.2,42,0.2625,"expert 11 23-12-2019"
"145","BENI",40,42,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"146","BENI",40,42,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"147","BENI",40,42,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"148","BENI",40,42,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"149","BENI",40,42,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"150","BENI",40,42,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"151","BENI",40,42,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"152","BENI",40,42,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"153","BENI",42,44,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"154","BENI",42,44,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"155","BENI",42,44,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"156","BENI",42,44,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"157","BENI",42,44,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"158","BENI",42,44,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"159","BENI",42,44,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"160","BENI",42,44,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"161","BENI",44,46,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"162","BENI",44,46,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"163","BENI",44,46,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"164","BENI",44,46,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"165","BENI",44,46,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"166","BENI",44,46,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"167","BENI",44,46,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"168","BENI",44,46,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"169","BENI",46,48,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"170","BENI",46,48,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"171","BENI",46,48,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"172","BENI",46,48,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"173","BENI",46,48,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"174","BENI",46,48,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"175","BENI",46,48,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"176","BENI",46,48,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"177","BENI",48,50,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,0,0,"expert 5 19-12-2019"
"178","BENI",48,50,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,0,0,"expert 8 23-12-2019"
"179","BENI",48,50,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,0,0,"expert 2 19-12-2019"
"180","BENI",48,50,"17-12-2019",0,"1","LSHTM",">2 weeks ago",">5 years",0,0,0,"expert 1 17-12-2019"
"181","BENI",48,50,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,0,0,"expert 11 23-12-2019"
"182","BENI",48,50,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,0,0,"expert 10 17-12-2019"
"183","BENI",48,50,"18-12-2019",0,"4","WHO","never",">5 years",0,0,0,"expert 4 18-12-2019"
"184","BENI",48,50,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,0,0,"expert 9 23-12-2019"
"185","BENI",6,8,"23-12-2019",3,"9","MSF",">2 weeks ago",">5 years",0.15,27,0.16875,"expert 9 23-12-2019"
"186","BENI",6,8,"19-12-2019",7,"5","WHO",">2 weeks ago","<5 years",0.35,27,0.16875,"expert 5 19-12-2019"
"187","BENI",6,8,"23-12-2019",5,"11","WHO","<2 weeks ago","<5 years",0.25,27,0.16875,"expert 11 23-12-2019"
"188","BENI",6,8,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,27,0.16875,"expert 10 17-12-2019"
"189","BENI",6,8,"18-12-2019",3,"4","WHO","never",">5 years",0.15,27,0.16875,"expert 4 18-12-2019"
"190","BENI",6,8,"23-12-2019",2,"8","MSF","<2 weeks ago",">5 years",0.1,27,0.16875,"expert 8 23-12-2019"
"191","BENI",6,8,"19-12-2019",5,"2","WHO","<2 weeks ago",">5 years",0.25,27,0.16875,"expert 2 19-12-2019"
"192","BENI",6,8,"17-12-2019",2,"1","LSHTM",">2 weeks ago",">5 years",0.1,27,0.16875,"expert 1 17-12-2019"
"193","BENI",8,10,"18-12-2019",2,"4","WHO","never",">5 years",0.1,21,0.13125,"expert 4 18-12-2019"
"194","BENI",8,10,"23-12-2019",1,"8","MSF","<2 weeks ago",">5 years",0.05,21,0.13125,"expert 8 23-12-2019"
"195","BENI",8,10,"19-12-2019",4,"2","WHO","<2 weeks ago",">5 years",0.2,21,0.13125,"expert 2 19-12-2019"
"196","BENI",8,10,"17-12-2019",3,"1","LSHTM",">2 weeks ago",">5 years",0.15,21,0.13125,"expert 1 17-12-2019"
"197","BENI",8,10,"23-12-2019",2,"9","MSF",">2 weeks ago",">5 years",0.1,21,0.13125,"expert 9 23-12-2019"
"198","BENI",8,10,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,21,0.13125,"expert 10 17-12-2019"
"199","BENI",8,10,"19-12-2019",5,"5","WHO",">2 weeks ago","<5 years",0.25,21,0.13125,"expert 5 19-12-2019"
"200","BENI",8,10,"23-12-2019",4,"11","WHO","<2 weeks ago","<5 years",0.2,21,0.13125,"expert 11 23-12-2019"
"201","BIENA",0,2,"18-12-2019",6,"4","WHO","never",">5 years",0.3,63,0.39375,"expert 4 18-12-2019"
"202","BIENA",0,2,"23-12-2019",4,"9","MSF",">2 weeks ago",">5 years",0.2,63,0.39375,"expert 9 23-12-2019"
"203","BIENA",0,2,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,63,0.39375,"expert 2 19-12-2019"
"204","BIENA",0,2,"17-12-2019",1,"1","LSHTM",">2 weeks ago",">5 years",0.05,63,0.39375,"expert 1 17-12-2019"
"205","BIENA",0,2,"23-12-2019",8,"11","WHO","<2 weeks ago","<5 years",0.4,63,0.39375,"expert 11 23-12-2019"
"206","BIENA",0,2,"17-12-2019",19,"10","WHO","<2 weeks ago","<5 years",0.95,63,0.39375,"expert 10 17-12-2019"
"207","BIENA",0,2,"19-12-2019",18,"5","WHO",">2 weeks ago","<5 years",0.9,63,0.39375,"expert 5 19-12-2019"
"208","BIENA",0,2,"23-12-2019",7,"8","MSF","<2 weeks ago",">5 years",0.35,63,0.39375,"expert 8 23-12-2019"
"209","BIENA",10,12,"18-12-2019",1,"4","WHO","never",">5 years",0.05,3,0.01875,"expert 4 18-12-2019"
"210","BIENA",10,12,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,3,0.01875,"expert 9 23-12-2019"
"211","BIENA",10,12,"17-12-2019",2,"1","LSHTM",">2 weeks ago",">5 years",0.1,3,0.01875,"expert 1 17-12-2019"
"212","BIENA",10,12,"17-12-2019",0,"10","WHO","<2 weeks ago","<5 years",0,3,0.01875,"expert 10 17-12-2019"
"213","BIENA",10,12,"23-12-2019",0,"11","WHO","<2 weeks ago","<5 years",0,3,0.01875,"expert 11 23-12-2019"
"214","BIENA",10,12,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,3,0.01875,"expert 5 19-12-2019"
"215","BIENA",10,12,"19-12-2019",0,"2","WHO","<2 weeks ago",">5 years",0,3,0.01875,"expert 2 19-12-2019"
"216","BIENA",10,12,"23-12-2019",0,"8","MSF","<2 weeks ago",">5 years",0,3,0.01875,"expert 8 23-12-2019"
"217","BIENA",12,14,"23-12-2019",0,"9","MSF",">2 weeks ago",">5 years",0,2,0.0125,"expert 9 23-12-2019"
"218","BIENA",12,14,"17-12-2019",1,"1","LSHTM",">2 weeks ago",">5 years",0.05,2,0.0125,"expert 1 17-12-2019"
"219","BIENA",12,14,"19-12-2019",0,"5","WHO",">2 weeks ago","<5 years",0,2,0.0125,"expert 5 19-12-2019"
