"","expert","HZ","low_bin","high_bin","chips","p","date","institution","last.in.field","experience.ide","expert.date"
"46","12","OICHA",44,46,0,0,"16-01-2020","LSHTM",">2 weeks ago",">5 years","expert 12 16-01-2020"
"47","12","OICHA",30,32,0,0,"16-01-2020","LSHTM",">2 weeks ago",">5 years","expert 12 16-01-2020"
"48","12","OICHA",32,34,0,0,"16-01-2020","LSHTM",">2 weeks ago",">5 years","expert 12 16-01-2020"
"49","12","OICHA",46,48,0,0,"16-01-2020","LSHTM",">2 weeks ago",">5 years","expert 12 16-01-2020"
"50","12","OICHA",48,50,0,0,"16-01-2020","LSHTM",">2 weeks ago",">5 years","expert 12 16-01-2020"
"51","14","OICHA",30,32,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"52","14","OICHA",40,42,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"53","14","OICHA",32,34,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"54","14","OICHA",48,50,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"55","14","OICHA",42,44,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"56","14","OICHA",44,46,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"57","14","OICHA",46,48,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"58","14","OICHA",0,2,6,0.3,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"59","14","OICHA",2,4,6,0.3,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"60","14","OICHA",4,6,4,0.2,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"61","14","OICHA",34,36,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"62","14","OICHA",36,38,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"63","14","OICHA",38,40,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"64","14","OICHA",12,14,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"65","14","OICHA",14,16,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"66","14","OICHA",16,18,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"67","14","OICHA",18,20,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"68","14","OICHA",20,22,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"69","14","OICHA",22,24,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"70","14","OICHA",24,26,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"71","14","OICHA",26,28,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"72","14","OICHA",28,30,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"73","14","OICHA",6,8,4,0.2,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"74","14","OICHA",8,10,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"75","14","OICHA",10,12,0,0,"28-01-2020","WHO","<2 weeks ago",">5 years","expert 14 28-01-2020"
"76","2","OICHA",0,2,4,0.2,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"77","2","OICHA",2,4,12,0.6,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"78","2","OICHA",4,6,4,0.2,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"79","2","OICHA",6,8,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"80","2","OICHA",8,10,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"81","2","OICHA",10,12,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"82","2","OICHA",12,14,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"83","2","OICHA",14,16,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"84","2","OICHA",16,18,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"85","2","OICHA",18,20,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"86","2","OICHA",20,22,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"87","2","OICHA",22,24,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"88","2","OICHA",24,26,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"89","2","OICHA",26,28,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"90","2","OICHA",28,30,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"91","2","OICHA",30,32,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"92","2","OICHA",32,34,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"93","2","OICHA",34,36,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"94","2","OICHA",36,38,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"95","2","OICHA",38,40,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"96","2","OICHA",40,42,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"97","2","OICHA",42,44,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"98","2","OICHA",44,46,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"99","2","OICHA",46,48,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"100","2","OICHA",48,50,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"101","2","BIENA",16,18,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"102","2","BIENA",18,20,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"103","2","BIENA",20,22,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"104","2","BIENA",22,24,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"105","2","BIENA",24,26,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"106","2","BIENA",0,2,14,0.7,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"107","2","BIENA",2,4,3,0.15,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"108","2","BIENA",4,6,2,0.1,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"109","2","BIENA",6,8,1,0.05,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"110","2","BIENA",8,10,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"111","2","BIENA",10,12,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"112","2","BIENA",12,14,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"113","2","BIENA",14,16,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"114","2","BIENA",42,44,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"115","2","BIENA",44,46,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"116","2","BIENA",46,48,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"117","2","BIENA",48,50,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"118","2","BIENA",32,34,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"119","2","BIENA",26,28,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"120","2","BIENA",28,30,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"121","2","BIENA",30,32,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"122","2","BIENA",40,42,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"123","2","BIENA",34,36,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"124","2","BIENA",36,38,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"125","2","BIENA",38,40,0,0,"16-01-2020","WHO","<2 weeks ago",">5 years","expert 2 16-01-2020"
"126","3","LOLWA",18,20,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"127","3","LOLWA",20,22,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"128","3","LOLWA",22,24,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"129","3","LOLWA",0,2,20,1,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"130","3","LOLWA",2,4,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"131","3","LOLWA",4,6,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"132","3","LOLWA",6,8,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"133","3","LOLWA",8,10,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"134","3","LOLWA",10,12,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"135","3","LOLWA",12,14,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"136","3","LOLWA",14,16,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"137","3","LOLWA",16,18,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"138","3","LOLWA",44,46,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"139","3","LOLWA",46,48,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"140","3","LOLWA",48,50,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"141","3","LOLWA",24,26,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"142","3","LOLWA",26,28,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"143","3","LOLWA",28,30,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"144","3","LOLWA",30,32,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"145","3","LOLWA",32,34,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"146","3","LOLWA",34,36,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"147","3","LOLWA",36,38,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"148","3","LOLWA",38,40,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"149","3","LOLWA",40,42,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"150","3","LOLWA",42,44,0,0,"15-01-2020","WHO",">2 weeks ago",">5 years","expert 3 15-01-2020"
"151","4","OICHA",8,10,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"152","4","OICHA",0,2,6,0.3,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"153","4","OICHA",2,4,6,0.3,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"154","4","OICHA",4,6,6,0.3,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"155","4","OICHA",6,8,2,0.1,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"156","4","BIENA",0,2,1,0.05,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"157","4","BIENA",2,4,3,0.15,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"158","4","BIENA",4,6,4,0.2,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"159","4","BIENA",6,8,5,0.25,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"160","4","BIENA",8,10,5,0.25,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"161","4","BIENA",10,12,2,0.1,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"162","4","BIENA",12,14,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"163","4","BIENA",14,16,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"164","4","BIENA",16,18,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"165","4","BIENA",18,20,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"166","4","BIENA",20,22,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"167","4","BIENA",22,24,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"168","4","BIENA",24,26,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"169","4","BIENA",26,28,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"170","4","BIENA",28,30,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"171","4","OICHA",10,12,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"172","4","OICHA",12,14,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"173","4","OICHA",14,16,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"174","4","OICHA",16,18,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"175","4","OICHA",18,20,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"176","4","OICHA",20,22,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"177","4","OICHA",22,24,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"178","4","OICHA",24,26,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"179","4","OICHA",26,28,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"180","4","OICHA",28,30,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"181","4","OICHA",30,32,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"182","4","OICHA",32,34,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"183","4","OICHA",34,36,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"184","4","OICHA",36,38,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"185","4","OICHA",38,40,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"186","4","OICHA",40,42,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"187","4","OICHA",42,44,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"188","4","OICHA",44,46,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"189","4","OICHA",46,48,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"190","4","OICHA",48,50,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"191","4","VUHOVI",30,32,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"192","4","VUHOVI",32,34,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"193","4","VUHOVI",34,36,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"194","4","VUHOVI",36,38,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"195","4","VUHOVI",38,40,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"196","4","VUHOVI",40,42,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"197","4","VUHOVI",42,44,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"198","4","VUHOVI",44,46,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"199","4","VUHOVI",46,48,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"200","4","VUHOVI",48,50,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"201","4","BIENA",36,38,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"202","4","BIENA",38,40,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"203","4","BIENA",40,42,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"204","4","BIENA",42,44,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"205","4","BIENA",44,46,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"206","4","BIENA",46,48,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"207","4","BIENA",48,50,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"208","4","VUHOVI",10,12,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"209","4","VUHOVI",12,14,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"210","4","VUHOVI",14,16,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"211","4","BIENA",30,32,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"212","4","BIENA",32,34,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"213","4","BIENA",34,36,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"214","4","VUHOVI",22,24,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"215","4","VUHOVI",24,26,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"216","4","VUHOVI",26,28,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"217","4","VUHOVI",28,30,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"218","4","VUHOVI",2,4,4,0.2,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"219","4","VUHOVI",4,6,3,0.15,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"220","4","VUHOVI",6,8,2,0.1,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"221","4","VUHOVI",8,10,2,0.1,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"222","4","VUHOVI",20,22,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"223","4","VUHOVI",16,18,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"224","4","VUHOVI",18,20,0,0,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"225","4","VUHOVI",0,2,9,0.45,"17-01-2020","WHO","never",">5 years","expert 4 17-01-2020"
"226","5","OICHA",38,40,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"227","5","OICHA",20,22,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"228","5","OICHA",22,24,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"229","5","OICHA",24,26,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"230","5","OICHA",36,38,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"231","5","OICHA",28,30,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"232","5","OICHA",30,32,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"233","5","OICHA",32,34,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"234","5","OICHA",34,36,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"235","5","OICHA",8,10,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"236","5","OICHA",10,12,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"237","5","OICHA",12,14,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"238","5","OICHA",14,16,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"239","5","OICHA",16,18,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"240","5","OICHA",18,20,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"241","5","BIENA",40,42,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"242","5","BIENA",42,44,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"243","5","OICHA",26,28,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"244","5","OICHA",0,2,18,0.9,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"245","5","OICHA",2,4,2,0.1,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"246","5","OICHA",4,6,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"247","5","OICHA",6,8,0,0,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"248","5","BIENA",0,2,18,0.9,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
"249","5","BIENA",2,4,2,0.1,"17-01-2020","WHO",">2 weeks ago","<5 years","expert 5 17-01-2020"
